Id;EngineSize;FuelType;FuelConsumptionCity;FuelConsumptionHwy;FuelConsumptionComb;FuelConsumptionCombMpg;CO2Emissions
4371;2;Z;11.5;9.6;10.6;27;249
4372;2.4;Z;9.4;6.8;8.2;34;192
4373;3.5;Z;12.6;9;11;26;259
4374;3.5;Z;12.2;9;10.7;26;251
4375;3;Z;9.1;9;9;31;210
4376;3.5;Z;11.1;10.8;11;26;261
4377;3.5;Z;12.4;8.7;10.7;26;250
4378;3.5;Z;8.4;8.2;8.4;34;196
4379;2.4;Z;10;7.1;8.7;32;205
4380;2.4;Z;10.2;7.4;8.9;32;209
4381;3.5;Z;11.4;7.7;9.8;29;228
4382;3.5;Z;12;8.2;10.3;27;240
4383;1.8;Z;9.7;6.9;8.4;34;197
4384;1.8;Z;9.7;6.9;8.4;34;197
4385;2;Z;10;7.2;8.7;32;205
4386;2;Z;10.5;7.7;9.2;31;217
4387;2.9;Z;13.8;9.6;11.9;24;280
4388;2;Z;10.8;8.3;9.6;29;226
4389;2.9;Z;14.1;10.4;12.4;23;292
4390;4;Z;13;9.8;11.5;25;271
4391;5.2;Z;15.5;11.4;13.7;21;322
4392;6;Z;16.7;10.9;14.1;20;332
4393;6;Z;17.5;11.4;14.7;19;346
4394;2;X;9.1;6.8;8;35;188
4395;2;X;9.7;7.5;8.7;32;205
4396;2;X;10.8;8;9.5;30;223
4397;2;Z;8.6;6.4;7.6;37;177
4398;2;Z;10;7;8.7;32;203
4399;2;Z;9.9;7.1;8.7;32;204
4400;2;Z;10.5;7.9;9.3;30;217
4401;2;Z;10;7;8.7;32;203
4402;2;Z;9.9;7.1;8.7;32;204
4403;2;Z;10;7;8.7;32;203
4404;2;Z;10;7;8.7;32;203
4405;2;Z;10.6;7.5;9.2;31;216
4406;3;Z;11.5;8.2;10;28;235
4407;3;Z;11.5;8.2;10;28;235
4408;3;Z;12.6;8;10.5;27;247
4409;4;Z;15.1;9.1;12.4;23;290
4410;4;Z;15.1;9.1;12.4;23;290
4411;2;Z;11.6;8.3;10.1;28;236
4412;2;Z;11.9;8.4;10.3;27;240
4413;2;Z;10.4;8.6;9.6;29;226
4414;2;Z;12.2;9.5;11;26;258
4415;3;Z;12.6;9.4;11.1;25;260
4416;5.2;Z;16;9.5;13.1;22;304
4417;5.2;Z;17.1;11.3;14.5;19;338
4418;5.2;Z;17.1;11.3;14.5;19;338
4419;2.5;Z;12.4;8.3;10.5;27;248
4420;2.9;Z;12.9;8.9;11.1;25;260
4421;4;Z;17;9.6;13.7;21;318
4422;2;Z;10.6;8.3;9.6;29;223
4423;3;Z;11.5;8;9.9;29;232
4424;3;Z;11.5;8;9.9;29;232
4425;3;Z;11.9;8.1;10.2;28;239
4426;3;Z;11.5;8;9.9;29;232
4427;4;Z;15;10;12.8;22;298
4428;4;Z;15;10;12.8;22;298
4429;4;Z;16.2;9.9;13.4;21;313
4430;3;Z;12.7;10;11.5;25;270
4431;2;X;10.1;7.8;9.1;31;209
4432;2;X;10.1;7.8;9.1;31;209
4433;2.5;Z;12.3;8.2;10.5;27;245
4434;2;Z;10.3;8.6;9.5;30;222
4435;6;Z;18.8;12.2;15.9;18;370
4436;6;Z;20.4;12;16.6;17;389
4437;6;Z;20.4;12;16.6;17;389
4438;4;Z;18.8;10.7;15.1;19;353
4439;6;Z;20.4;12;16.6;17;389
4440;6.8;Z;20.9;13;17.3;16;405
4441;2;Z;9.8;6.8;8.4;34;197
4442;2;Z;11.1;7.3;9.4;30;219
4443;2;Z;10.2;7.2;8.9;32;208
4444;2;Z;9.9;7.1;8.6;33;202
4445;2;D;7.8;5.9;7;40;184
4446;2;D;7.8;5.9;7;40;184
4447;2;Z;10.2;7.2;8.9;32;208
4448;2;Z;10.2;7.2;8.9;32;208
4449;2;Z;10.2;7.2;8.9;32;208
4450;3;Z;9.2;6.2;7.8;36;183
4451;3;Z;12.1;8.1;10.3;27;240
4452;3;Z;11.1;7.5;9.5;30;223
4453;3;Z;12.2;8.4;10.5;27;245
4454;3;Z;11.8;7.9;10;28;235
4455;2;Z;10.7;7.3;9.1;31;214
4456;2;Z;10.2;7.2;8.9;32;208
4457;2;Z;10.2;7.2;8.9;32;208
4458;3;Z;9.2;6.2;7.8;36;183
4459;3;Z;12.1;8.1;10.3;27;240
4460;3;Z;11.8;7.9;10;28;235
4461;3;Z;11.1;7.5;9.5;30;223
4462;3;Z;12.2;8.4;10.5;27;245
4463;3;Z;11.1;7.5;9.5;30;223
4464;2;Z;10.2;7.2;8.9;32;208
4465;3;Z;11.6;8.1;10;28;236
4466;3;Z;12.3;8.4;10.5;27;248
4467;3;Z;12.3;8.4;10.5;27;248
4468;3;Z;11.9;8.4;10.3;27;241
4469;4.4;Z;14.7;9.6;12.4;23;292
4470;4.4;Z;14;10;12.2;23;286
4471;4.4;Z;14.7;9.6;12.4;23;292
4472;4.4;Z;14.7;9.6;12.4;23;292
4473;4.4;Z;14.3;9.4;12.1;23;283
4474;4.4;Z;14.7;9.6;12.4;23;292
4475;3;Z;11.8;8.9;10.5;27;245
4476;3;Z;13.1;9.2;11.4;25;267
4477;3;Z;10.9;7.7;9.5;30;222
4478;3;Z;12.7;8.7;10.9;26;255
4479;3;Z;10.9;7.7;9.5;30;222
4480;3;Z;12.5;8.4;10.7;26;249
4481;3;Z;11.2;7.8;9.7;29;227
4482;3;Z;11.2;7.8;9.7;29;227
4483;3;Z;13.5;9.9;11.9;24;280
4484;3;Z;13.5;9.3;11.6;24;273
4485;3;Z;14.5;10.5;12.7;22;299
4486;3;Z;13.8;9.4;11.9;24;280
4487;3;Z;13.5;9.9;11.9;24;280
4488;3;Z;13.5;9.3;11.6;24;273
4489;4.4;Z;14.3;9.4;12.1;23;283
4490;4.4;Z;17.3;11.6;14.7;19;344
4491;4.4;Z;16.2;10.9;13.8;20;324
4492;4.4;Z;17.3;11.6;14.7;19;344
4493;4.4;Z;16.2;10.9;13.8;20;324
4494;4.4;Z;17.3;11.6;14.7;19;344
4495;4.4;Z;16.2;10.9;13.8;20;324
4496;6.6;Z;17.7;11.9;15.1;19;355
4497;2;Z;10.7;7.5;9.3;30;217
4498;2;Z;11;7.7;9.5;30;222
4499;2;Z;10.8;8;9.5;30;223
4500;3;Z;11.7;8.6;10.3;27;241
4501;2;Z;11.8;8.6;10.3;27;240
4502;3;Z;12.9;9.5;11.4;25;266
4503;3;D;10.3;8;9.3;30;246
4504;3;Z;13;9.8;11.5;25;270
4505;4.4;Z;15.4;11.2;13.5;21;317
4506;4.4;Z;16.6;12.1;14.6;19;341
4507;3;Z;13;9.8;11.5;25;270
4508;4.4;Z;15.4;11.2;13.5;21;317
4509;4.4;Z;16.6;12.1;14.6;19;341
4510;8;Z;26.8;16.6;22.2;13;522
4511;3.6;X;12.9;9;11.2;25;263
4512;3.6;X;13.8;9.4;11.8;24;277
4513;1.4;X;9.3;7.2;8.3;34;194
4514;1.4;X;8.6;7.1;7.9;36;185
4515;1.4;X;9.9;7.8;8.9;32;210
4516;1.4;X;9;7.6;8.3;34;196
4517;2;Z;11.8;9.1;10.6;27;248
4518;2.5;X;11.1;8.6;10;28;234
4519;3.6;X;11.3;7.9;9.7;29;228
4520;2.5;X;9.3;6.7;8.1;35;190
4521;3.6;X;11.8;8;10.1;28;237
4522;2;Z;10.7;7.4;9.2;31;217
4523;2;Z;11;8;9.6;29;227
4524;3.6;X;12.4;8.7;10.7;26;250
4525;2;Z;10.5;7.7;9.2;31;216
4526;2;Z;12;8.2;10.3;27;240
4527;3.6;X;11.6;8;10;28;234
4528;2;Z;10.8;7.9;9.5;30;222
4529;3.6;X;12.1;8.6;10.5;27;247
4530;3.6;Z;13.9;9.4;11.9;24;291
4531;3.6;Z;14.4;10.4;12.6;22;295
4532;2;Z;11;7.8;9.5;30;224
4533;3;Z;13;9.1;11.2;25;263
4534;3.6;X;13;8.9;11.1;25;261
4535;2;Z;11;7.8;9.5;30;224
4536;3.6;X;11.6;8;10;28;234
4537;2;Z;11.2;8.2;9.8;29;229
4538;3.6;X;12.1;8.6;10.5;27;247
4539;3.6;Z;15;9.9;12.7;22;311
4540;6.2;Z;16.5;11.1;14;20;329
4541;6.2;Z;16.6;10.9;14;20;329
4542;3.6;X;12.1;8.9;10.6;27;250
4543;3.6;X;12.8;9.3;11.2;25;263
4544;3.6;X;13.2;8.5;11.1;25;260
4545;3.6;X;13.7;9;11.6;24;272
4546;3.6;Z;15;10.2;12.8;22;302
4547;2;Z;10.8;7.6;9.4;30;220
4548;2;Z;11.9;7.9;10.1;28;235
4549;3.6;X;12.3;8.2;10.4;27;246
4550;3.6;X;14.4;8.4;11.7;24;274
4551;6.2;Z;14.2;8.7;11.7;24;273
4552;6.2;Z;14.3;9.4;12.1;23;284
4553;6.2;Z;18.8;11.3;15.4;18;361
4554;6.2;Z;17.1;12;14.8;19;348
4555;2;X;9.8;8.8;9.3;30;218
4556;2.5;X;12.1;9.2;10.8;26;253
4557;2.5;X;11.9;9.2;10.7;26;251
4558;2.8;D;10.8;8;9.6;29;257
4559;3.6;X;13.4;9.6;11.7;24;274
4560;2.5;X;12.6;9.8;11.3;25;266
4561;2.8;D;12.1;8.3;10.4;27;279
4562;3.6;X;14.1;10;12.2;23;288
4563;2.8;D;12.5;10.7;11.7;24;315
4564;3.6;X;15;13;14.1;20;331
4565;6.2;Z;15.5;9.2;12.7;22;297
4566;6.2;Z;14.2;9;11.9;24;278
4567;6.2;Z;17.6;10.3;14.3;20;336
4568;6.2;Z;15.6;10.6;13.4;21;312
4569;1.4;X;8;5.9;7.1;40;166
4570;1.4;X;8.6;5.8;7.4;38;172
4571;1.4;X;8.1;6;7.2;39;169
4572;1.6;D;7.7;5;6.5;43;175
4573;1.6;D;7.8;4.6;6.3;45;170
4574;1.4;X;8.1;6.2;7.3;39;172
4575;1.4;X;8.6;6.2;7.5;38;175
4576;1.4;X;8.4;6.4;7.5;38;176
4577;1.6;D;7.8;5.2;6.6;43;178
4578;1.6;D;8.1;4.9;6.7;42;180
4579;1.5;X;9.2;7.3;8.3;34;195
4580;1.6;D;8.5;6;7.4;38;198
4581;1.5;X;9.8;7.9;8.9;32;209
4582;1.6;D;8.5;6.1;7.4;38;198
4583;2;Z;10.9;8.3;9.7;29;228
4584;2.5;X;10.9;7.9;9.5;30;224
4585;3.6;X;12.7;8.5;10.8;26;254
4586;3.6;E;17.2;11.6;14.6;19;245
4587;1.5;X;8.8;6.5;7.8;36;181
4588;2;Z;10.5;7.4;9.1;31;213
4589;1.8;X;4.8;5.5;5.1;55;121
4590;4.3;X;13.4;10;11.8;24;278
4591;4.3;E;19.3;14.4;17.1;17;284
4592;5.3;X;14.6;10.3;12.7;22;298
4593;5.3;X;14.6;10.3;12.7;22;298
4594;5.3;E;19.7;13.9;17.1;17;283
4595;5.3;X;14.9;10.9;13.1;22;307
4596;6.2;Z;15.9;11.2;13.8;20;324
4597;5.3;X;13.4;10;11.8;24;278
4598;4.3;X;14.1;10.6;12.5;23;294
4599;4.3;E;20.2;15.2;18;16;296
4600;5.3;X;15;10.7;13.1;22;307
4601;5.3;X;15;10.7;13.1;22;307
4602;5.3;E;21;15;18.3;15;309
4603;5.3;X;15.6;11.6;13.8;20;324
4604;6.2;Z;16;11.7;14.1;20;331
4605;5.3;X;14.4;11.2;13;22;304
4606;1.4;X;8.8;6.6;7.8;36;184
4607;1.4;X;8.4;6.3;7.4;38;174
4608;1.8;X;9.3;7;8.3;34;193
4609;1.8;X;9.2;6.8;8.1;35;190
4610;1.4;X;8.8;6.6;7.8;36;184
4611;1.4;X;8.4;6.3;7.4;38;174
4612;1.8;X;9.3;7;8.3;34;193
4613;1.8;X;9.2;6.8;8.1;35;190
4614;1.4;X;7.8;6.2;7.1;40;167
4615;1.4;X;8;6;7.1;40;166
4616;5.3;X;15.1;10.4;13;22;305
4617;5.3;X;15.1;10.4;13;22;305
4618;5.3;E;19.8;13.9;17.2;16;285
4619;5.3;X;15.3;10.9;13.3;21;313
4620;5.3;X;15.3;10.9;13.3;21;312
4621;5.3;E;22.3;15.7;19.3;15;321
4622;5.3;X;15.1;10.4;13;22;305
4623;5.3;X;15.1;10.4;13;22;305
4624;5.3;E;19.8;13.9;17.2;16;285
4625;5.3;X;15.2;10.8;13.2;21;310
4626;5.3;X;15.2;10.8;13.2;21;310
4627;5.3;E;20.8;14.5;18;16;299
4628;6.2;Z;16.4;10.7;13.8;20;325
4629;2;Z;11.7;9;10.5;27;246
4630;3.6;X;12.9;8.7;11;26;258
4631;3.6;X;13.7;9.4;11.8;24;276
4632;1.4;X;9.3;7.2;8.3;34;194
4633;1.4;X;9.2;7.1;8.2;34;194
4634;1.4;X;9.9;7.8;8.9;32;210
4635;3.6;X;12.4;7.8;10.3;27;242
4636;3.6;X;12.4;7.8;10.3;27;242
4637;3.6;E;17.1;10.6;14.2;20;234
4638;5.7;X;14.7;9.4;12.3;23;289
4639;3.6;X;12.8;8.7;11;26;258
4640;3.6;X;12.8;8.7;11;26;258
4641;3.6;E;17.6;12;15;19;248
4642;3.6;X;12.9;8.4;10.9;26;259
4643;3.6;X;12.4;8.4;10.6;27;249
4644;3.6;X;12.4;7.8;10.3;27;242
4645;5.7;Z;15.6;10.1;13.1;22;307
4646;6.4;Z;16.7;10.4;13.9;20;325
4647;5.7;X;14.7;9.4;12.3;23;289
4648;6.4;Z;15.6;9.6;12.9;22;302
4649;3.6;X;12.8;8.7;11;26;258
4650;3.6;X;12.8;8.7;11;26;258
4651;3.6;E;17.6;12;15;19;248
4652;6.4;Z;16.7;10.4;13.9;20;325
4653;6.4;Z;15.6;9.6;12.9;22;302
4654;6.2;Z;17.6;10.7;14.5;19;339
4655;6.2;Z;17.6;10.7;14.5;19;339
4656;6.2;Z;18.1;11.4;15.1;19;352
4657;3.6;X;13.7;9;11.6;24;271
4658;3.6;X;13.7;9;11.6;24;271
4659;3.6;E;18.9;12.7;16.1;18;268
4660;3.6;X;12.4;7.8;10.3;27;242
4661;3.6;X;12.4;7.8;10.3;27;242
4662;3.6;E;17.1;10.6;14.2;20;234
4663;5.7;X;15.6;9.7;12.9;22;302
4664;5.7;X;14.7;9.4;12.3;23;289
4665;6.4;Z;15.6;9.6;12.9;22;302
4666;3.6;X;12.8;8.7;11;26;258
4667;3.6;X;12.8;8.7;11;26;258
4668;3.6;E;17.6;12;15;19;248
4669;5.7;X;16;10.1;13.3;21;312
4670;6.4;Z;15.6;9.6;12.9;22;302
4671;6.2;Z;17.6;10.7;14.5;19;339
4672;3.6;X;12.7;9.6;11.3;25;265
4673;5.7;X;16.7;10.9;14.1;20;331
4674;6.4;Z;18.3;12.2;15.6;18;363
4675;3.6;X;13.7;9.4;11.8;24;276
4676;3.6;E;19.4;13.3;16.7;17;274
4677;2.4;X;12.7;9.2;11.1;25;261
4678;3.6;X;14.2;9.5;12.1;23;284
4679;3.6;E;19.1;13.2;16.4;17;274
4680;3.6;X;14.5;10;12.4;23;292
4681;1.4;X;9.3;6.5;8;35;187
4682;1.4;X;9;6.7;7.9;36;185
4683;1.4;X;9.7;7.4;8.7;32;202
4684;1.4;X;8.4;7;7.8;36;182
4685;1.4;X;9.7;7.4;8.7;32;202
4686;1.4;X;8.4;7;7.8;36;182
4687;1.4;X;10.7;7.9;9.4;30;221
4688;1.4;X;9.5;7.1;8.4;34;197
4689;2.4;X;10.7;7.8;9.4;30;220
4690;2.4;X;11;8;9.7;29;226
4691;2;X;5.7;6.2;5.9;48;138
4692;1;X;8.6;8.1;8.4;34;195
4693;2;X;10.2;8;9.3;30;217
4694;2;X;11.5;8;9.9;29;233
4695;2;X;11.3;8;9.9;29;231
4696;3.5;X;13.5;9.1;11.5;25;270
4697;2;X;11.9;8.7;10.5;27;246
4698;2.7;X;13.8;9.8;12;24;282
4699;3.5;X;14.2;10.2;12.4;23;291
4700;1.5;X;10.2;7.8;9.1;31;214
4701;2.5;X;11.1;8.1;9.7;29;229
4702;2.5;E;15.2;10.9;13.3;21;219
4703;1.5;X;10.7;8.3;9.6;29;226
4704;2;X;11.5;8.8;10.3;27;241
4705;3.5;X;13.8;10.7;12.4;23;291
4706;3.5;X;14.9;11.2;13.2;21;311
4707;2.3;X;12.6;8.6;10.8;26;254
4708;3.5;X;13.9;9.8;12.1;23;283
4709;3.5;E;18.7;13;16.2;17;269
4710;2.3;X;13.1;9.2;11.4;25;267
4711;3.5;X;14.8;10.7;13;22;305
4712;3.5;X;14.5;10.6;12.7;22;299
4713;3.5;E;19.7;14.3;17.3;16;288
4714;2.7;X;11.9;9;10.6;27;249
4715;2.7;X;12;9.4;10.8;26;253
4716;2.7;X;12.3;9.4;11;26;258
4717;3;D;10.8;8;9.5;30;256
4718;3;D;10.8;8.4;9.7;29;260
4719;3.3;X;12.3;9.4;11;26;259
4720;3.3;X;12.3;9.3;10.9;26;257
4721;3.3;E;16.8;12.7;14.9;19;248
4722;3.3;X;12.4;9.8;11.2;25;263
4723;3.3;X;12.4;9.8;11.2;25;263
4724;3.3;E;16.8;12.7;14.9;19;248
4725;3.5;X;13.6;10.1;12;24;282
4726;3.5;X;13.6;10.7;12.3;23;288
4727;3.5;X;13.7;11.2;12.5;23;293
4728;5;X;14.1;10.4;12.4;23;292
4729;5;X;13.9;10.2;12.2;23;286
4730;5;E;20.2;14;17.4;16;288
4731;5;X;14.7;11.2;13.1;22;308
4732;5;X;14.7;11.2;13.1;22;307
4733;5;E;20.2;14;17.4;16;288
4734;5;X;14.7;11.8;13.8;20;324
4735;5;X;14.7;11.8;13.8;20;323
4736;5;E;20.3;14;17.4;16;288
4737;2.7;X;12.6;9.8;11.3;25;265
4738;2.7;X;13.1;10.2;11.8;24;277
4739;2.7;X;13.1;9.8;11.6;24;272
4740;3;D;11.8;9.3;10.7;26;288
4741;3;D;11.8;9.3;10.7;26;288
4742;3;D;11.2;8.4;9.9;29;266
4743;3.3;X;13;10.3;11.8;24;277
4744;3.3;X;12.9;10.2;11.7;24;273
4745;3.3;E;17.6;13.7;15.8;18;263
4746;3.3;X;13.8;10.7;12.4;23;291
4747;3.3;X;13.8;10.7;12.4;23;291
4748;3.3;E;17.5;13.7;15.8;18;262
4749;3.5;X;14.3;10.5;12.6;22;295
4750;3.5;X;14.4;10.6;12.7;22;297
4751;3.5;X;14.5;11.2;13;22;305
4752;5;X;14.6;10.9;13;22;304
4753;5;X;15.1;11;13.3;21;311
4754;5;E;20;15.6;18;16;300
4755;5;X;14.7;11.8;13.8;20;324
4756;5;X;15.1;11.8;13.8;20;324
4757;5;E;20;15.6;18;16;300
4758;5;X;15.7;12.4;14.2;20;334
4759;5;X;16.1;12.4;14.5;19;339
4760;5;E;21.4;17.2;19.5;14;325
4761;3.5;X;15.6;13.2;14.5;19;339
4762;1.6;X;8.6;6.4;7.6;37;179
4763;1.6;X;8.6;6.7;7.8;36;182
4764;1.6;X;9;7.1;8.2;34;192
4765;3.5;X;14.7;10.2;12.7;22;298
4766;3.5;X;14.7;10.7;12.9;22;303
4767;3.5;X;15.7;11.2;13.7;21;322
4768;1;X;8.5;6.2;7.5;38;176
4769;1;X;7.9;5.9;7;40;164
4770;2;X;8.9;6.1;7.7;37;179
4771;2;X;9.8;7;8.5;33;200
4772;2;X;9.5;6.9;8.3;34;196
4773;2.3;Z;12.2;9;10.8;26;252
4774;2;X;10.5;7.8;9.3;30;219
4775;1.5;X;10;7;8.7;32;203
4776;2;X;11.2;7.6;9.6;29;225
4777;2.5;X;11.3;7.4;9.5;30;223
4778;2;X;11.8;8.2;10.2;28;238
4779;2.7;X;13.8;9.1;11.8;24;277
4780;2;X;5.5;5.6;5.6;50;131
4781;3.5;Z;20.4;13.1;17.1;17;403
4782;2.3;X;11;7.4;9.4;30;219
4783;2.3;X;11.8;8.1;10.1;28;236
4784;2.3;X;11;7.7;9.5;30;222
4785;2.3;X;11.8;8.4;10.3;27;240
4786;5;X;15.1;9.3;12.5;23;291
4787;5;X;15.5;9.5;12.8;22;300
4788;2.3;X;11.8;8.2;10.2;28;238
4789;2.3;X;11.8;8.4;10.3;27;240
4790;5;X;15.5;10;13.1;22;305
4791;5.2;Z;17.2;11.3;14.6;19;341
4792;3.5;X;16.2;12.8;14.7;19;345
4793;3.7;X;16.8;13.1;15.1;19;354
4794;3.5;X;13.1;8.7;11.1;25;260
4795;3.5;E;17.6;11.7;15;19;249
4796;3.5;X;14.6;10;12.5;23;294
4797;3.5;X;13.6;9.9;12.4;23;291
4798;3.5;E;18.7;13.4;16.3;17;271
4799;2.5;X;11.9;8.7;10.4;27;244
4800;2.5;E;16.2;11.9;14.3;20;234
4801;2.5;X;12.3;8.8;10.7;26;251
4802;2.5;E;16.8;12.1;14.7;19;241
4803;3.3;Z;13.8;9.7;11.9;24;282
4804;3.8;X;13.4;9.6;11.7;24;276
4805;5;Z;15.6;10.4;13.2;21;312
4806;3.3;Z;13.7;9.7;11.9;24;279
4807;5;Z;15.2;10.2;13;22;306
4808;2.5;X;11;9.2;10.2;28;239
4809;3.6;X;13.1;9.4;11.4;25;268
4810;2.5;X;11.2;9.4;10.4;27;243
4811;3.6;X;13.5;9.5;11.7;24;275
4812;2.5;X;12.1;9.2;10.8;26;253
4813;2.5;X;11.9;9.2;10.7;26;251
4814;2.8;D;10.8;8;9.6;29;257
4815;3.6;X;13.4;9.6;11.7;24;274
4816;2.5;X;12.6;9.8;11.3;25;266
4817;2.8;D;12.1;8.3;10.4;27;279
4818;3.6;X;14.1;10;12.2;23;288
4819;4.3;X;13.4;10;11.8;24;278
4820;4.3;E;19.3;14.4;17.1;17;284
4821;5.3;X;14.6;10.3;12.7;22;298
4822;5.3;X;14.6;10.3;12.7;22;298
4823;5.3;E;19.7;13.9;17;17;283
4824;5.3;X;14.9;10.9;13.1;22;307
4825;6.2;Z;15.9;11.2;13.8;20;323
4826;5.3;X;13.4;10;11.8;24;278
4827;4.3;X;14.1;10.6;12.5;23;294
4828;4.3;E;20.2;15.2;18;16;296
4829;5.3;X;15;10.7;13.1;22;307
4830;5.3;X;15;10.7;13.1;22;307
4831;5.3;E;21;15;18.3;15;309
4832;5.3;X;15.6;11.6;13.8;20;324
4833;6.2;Z;16;11.7;14.1;20;331
4834;5.3;X;14.4;11.2;13;22;304
4835;1.5;X;9.2;7.9;8.6;33;201
4836;1.6;D;8.5;6;7.4;38;198
4837;1.5;X;9.6;8.3;9;31;210
4838;1.6;D;8.5;6.1;7.4;38;198
4839;2;Z;11.2;9;10.2;28;239
4840;5.3;X;15.1;10.4;13;22;305
4841;5.3;X;15.1;10.4;13;22;305
4842;5.3;E;19.8;13.9;17.2;16;285
4843;5.3;X;15.2;10.8;13.2;21;310
4844;5.3;X;15.2;10.8;13.2;21;310
4845;5.3;E;20.8;14.5;18;16;299
4846;6.2;Z;16.4;10.7;13.8;20;325
4847;5.3;X;15.1;10.4;13;22;305
4848;5.3;X;15.1;10.4;13;22;305
4849;5.3;E;19.8;13.9;17.2;16;285
4850;5.3;X;15.3;10.9;13.3;21;313
4851;5.3;X;15.3;10.9;13.3;21;312
4852;5.3;E;22.3;15.7;19.3;15;321
4853;6.2;Z;17.1;11.3;14.5;19;340
4854;1.5;X;7.9;6.3;7.2;39;168
4855;1.5;X;8.2;6.8;7.6;37;177
4856;1.5;X;8.9;6.7;7.9;36;185
4857;2;X;10.7;7.3;9.2;31;214
4858;2;X;10.4;7.4;9.1;31;211
4859;2;X;5;5.1;5.1;55;118
4860;1.5;X;7.5;5.9;6.8;42;158
4861;1.5;X;7.7;5.7;6.8;42;158
4862;2;X;7.8;6;7;40;163
4863;2;X;8.5;6.1;7.4;38;173
4864;1.5;Z;8.4;6.2;7.4;38;173
4865;1.5;X;7.7;6;6.9;41;162
4866;1.5;X;7.9;6.6;7.3;39;170
4867;1.5;X;8;6.2;7.2;39;167
4868;1.5;Z;7.9;6.6;7.3;39;170
4869;1.5;Z;8;6.2;7.2;39;167
4870;1.5;X;7.4;5.6;6.6;43;153
4871;2;X;7.8;6;7;40;163
4872;2;X;8.5;6;7.4;38;172
4873;1.5;Z;8.4;6.2;7.4;38;173
4874;2;Z;10.6;8.3;9.6;29;224
4875;1.5;X;8.4;7;7.8;36;181
4876;1.5;X;8.7;7.2;8;35;188
4877;1.5;X;7;5.9;6.5;43;151
4878;1.5;X;7.6;6.5;7;40;166
4879;1.5;X;8.1;6.6;7.4;38;174
4880;1.8;X;8.3;6.9;7.7;37;180
4881;1.8;X;8.3;6.9;7.7;37;180
4882;1.8;X;9.4;7.1;8.4;34;195
4883;1.8;X;8.9;7.5;8.2;34;194
4884;1.8;X;8.9;7.5;8.2;34;194
4885;3.5;X;12.6;8.4;10.7;26;252
4886;3.5;X;12.2;8.5;10.6;27;247
4887;3.5;X;13;9.3;11.3;25;266
4888;3.5;X;12.4;9.3;11;26;256
4889;3.5;X;12.8;9.5;11.3;25;264
4890;1.6;X;8.9;7;8.1;35;189
4891;1.6;X;8.3;6.2;7.4;38;173
4892;1.6;X;8.2;6.3;7.3;39;173
4893;1.6;X;10.7;7.8;9.4;30;221
4894;2;X;8.3;6.4;7.4;38;174
4895;2;X;9.3;6.4;8;35;188
4896;1.6;X;9.2;7.1;8.3;34;194
4897;1.6;X;10.7;8.1;9.6;29;226
4898;2;X;9.4;7.2;8.4;34;198
4899;2;X;9.8;7.3;8.7;32;205
4900;1.6;X;4.3;4.4;4.3;66;102
4901;1.6;X;4.2;4;4.1;69;96
4902;2;X;8.6;7;7.9;36;186
4903;1.6;X;9;8;8.6;33;201
4904;2;X;9.2;7.8;8.6;33;202
4905;3.3;X;12.9;9.4;11.3;25;265
4906;3.3;X;13;9.7;11.5;25;269
4907;3.3;X;13.9;10.8;12.5;23;295
4908;2.4;X;11.1;8.6;10;28;235
4909;2.4;X;12;9.1;10.7;26;253
4910;2;X;12.5;9.6;11.2;25;264
4911;2;X;10.4;7.4;9.1;31;212
4912;2.4;X;9.8;6.9;8.5;33;202
4913;2;X;6;5.3;5.7;50;135
4914;2;X;5.9;5.1;5.6;50;132
4915;2;X;10.1;7.8;9;31;213
4916;1.6;X;9.9;8.5;9.3;30;221
4917;2;X;11;9.1;10.2;28;241
4918;2;Z;10.7;8.6;9.7;29;228
4919;3;Z;12.4;8.7;10.8;26;253
4920;3;Z;12.5;9.3;11.1;25;260
4921;3.5;Z;9.1;7.7;8.5;33;200
4922;2;Z;11.2;8.5;10;28;233
4923;3;Z;12.3;8.6;10.7;26;251
4924;3;Z;12.5;9.2;11;26;259
4925;3.7;Z;13.2;9.8;11.7;24;274
4926;5.6;Z;14.9;10.3;12.8;22;301
4927;2;Z;9.7;7.1;8.5;33;200
4928;2;Z;10.6;8;9.4;30;221
4929;3.5;Z;12.5;9;10.9;26;257
4930;5.6;Z;17.4;12.2;15.1;19;354
4931;2;D;8.9;7.2;8.1;35;218
4932;2;Z;10.7;8.8;9.9;29;227
4933;3;Z;13.3;10;11.8;24;277
4934;2;Z;10.2;7.8;9.2;31;215
4935;3;Z;11.9;8.5;10.4;27;242
4936;3;Z;14.9;9.8;12.6;22;296
4937;3;Z;12.4;8.8;10.8;26;253
4938;3;Z;15.3;10;12.9;22;302
4939;3;Z;13;9.2;11.3;25;265
4940;2;Z;10.2;7.8;9.2;31;215
4941;3;Z;11.9;8.5;10.4;27;242
4942;3;Z;14.9;9.8;12.6;22;296
4943;3;Z;12.4;8.8;10.8;26;253
4944;3;Z;15.3;10;12.9;22;302
4945;3;Z;13;9.2;11.3;25;265
4946;5;Z;15.6;10.4;13.3;21;311
4947;5;Z;15.6;10.4;13.3;21;311
4948;2;D;7.8;5.8;6.9;41;186
4949;2;Z;9.8;6.9;8.5;33;200
4950;3;Z;11.8;8.2;10.2;28;238
4951;2;D;7.8;5.8;6.9;41;186
4952;2;Z;10.1;7.2;8.8;32;207
